Node CEINST.1,Node CEINST.1,Node CEINST.2,Node CEINST.2,Node CEINST.5,Node CEINST.5,Node CEINST.6,Node CEINST.6
RF,U,RF,U,RF,U,RF,U
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.247500121593475,0.0199999995529652,0.247500121593475,0.0199999995529652,0.247500121593475,0.0199999995529652,0.247500121593475,0.0199999995529652
0.245000123977661,0.0399999991059303,0.245000123977661,0.0399999991059303,0.245000123977661,0.0399999991059303,0.245000123977661,0.0399999991059303
0.242500126361847,0.0599999986588955,0.242500126361847,0.0599999986588955,0.242500126361847,0.0599999986588955,0.242500126361847,0.0599999986588955
0.240000113844872,0.0799999982118607,0.240000113844872,0.0799999982118607,0.240000113844872,0.0799999982118607,0.240000113844872,0.0799999982118607
0.237500116229057,0.100000001490116,0.237500116229057,0.100000001490116,0.237500116229057,0.100000001490116,0.237500116229057,0.100000001490116
0.235000118613243,0.119999997317791,0.235000118613243,0.119999997317791,0.235000118613243,0.119999997317791,0.235000118613243,0.119999997317791
0.232500120997429,0.140000000596046,0.232500120997429,0.140000000596046,0.232500120997429,0.140000000596046,0.232500120997429,0.140000000596046
0.230000108480453,0.159999996423721,0.230000108480453,0.159999996423721,0.230000108480453,0.159999996423721,0.230000108480453,0.159999996423721
0.227500110864639,0.180000007152557,0.227500110864639,0.180000007152557,0.227500110864639,0.180000007152557,0.227500110864639,0.180000007152557
0.225000113248825,0.200000002980232,0.225000113248825,0.200000002980232,0.225000113248825,0.200000002980232,0.225000113248825,0.200000002980232
0.222500115633011,0.219999998807907,0.222500115633011,0.219999998807907,0.222500115633011,0.219999998807907,0.222500115633011,0.219999998807907
0.220000103116035,0.239999994635582,0.220000103116035,0.239999994635582,0.220000103116035,0.239999994635582,0.220000103116035,0.239999994635582
0.217500105500221,0.259999990463257,0.217500105500221,0.259999990463257,0.217500105500221,0.259999990463257,0.217500105500221,0.259999990463257
0.215000107884407,0.280000001192093,0.215000107884407,0.280000001192093,0.215000107884407,0.280000001192093,0.215000107884407,0.280000001192093
0.212500110268593,0.300000011920929,0.212500110268593,0.300000011920929,0.212500110268593,0.300000011920929,0.212500110268593,0.300000011920929
0.210000097751617,0.319999992847443,0.210000097751617,0.319999992847443,0.210000097751617,0.319999992847443,0.210000097751617,0.319999992847443
0.207500100135803,0.340000003576279,0.207500100135803,0.340000003576279,0.207500100135803,0.340000003576279,0.207500100135803,0.340000003576279
0.205000102519989,0.360000014305115,0.205000102519989,0.360000014305115,0.205000102519989,0.360000014305115,0.205000102519989,0.360000014305115
0.202500104904175,0.379999995231628,0.202500104904175,0.379999995231628,0.202500104904175,0.379999995231628,0.202500104904175,0.379999995231628
0.200000107288361,0.400000005960464,0.200000107288361,0.400000005960464,0.200000107288361,0.400000005960464,0.200000107288361,0.400000005960464
0.197500094771385,0.419999986886978,0.197500094771385,0.419999986886978,0.197500094771385,0.419999986886978,0.197500094771385,0.419999986886978
0.195000097155571,0.439999997615814,0.195000097155571,0.439999997615814,0.195000097155571,0.439999997615814,0.195000097155571,0.439999997615814
0.192500099539757,0.46000000834465,0.192500099539757,0.46000000834465,0.192500099539757,0.46000000834465,0.192500099539757,0.46000000834465
0.190000101923943,0.479999989271164,0.190000101923943,0.479999989271164,0.190000101923943,0.479999989271164,0.190000101923943,0.479999989271164
0.187500089406967,0.5,0.187500089406967,0.5,0.187500089406967,0.5,0.187500089406967,0.5
0.185000091791153,0.519999980926514,0.185000091791153,0.519999980926514,0.185000091791153,0.519999980926514,0.185000091791153,0.519999980926514
0.182500094175339,0.540000021457672,0.182500094175339,0.540000021457672,0.182500094175339,0.540000021457672,0.182500094175339,0.540000021457672
0.180000096559525,0.560000002384186,0.180000096559525,0.560000002384186,0.180000096559525,0.560000002384186,0.180000096559525,0.560000002384186
0.177500084042549,0.579999983310699,0.177500084042549,0.579999983310699,0.177500084042549,0.579999983310699,0.177500084042549,0.579999983310699
0.175000086426735,0.600000023841858,0.175000086426735,0.600000023841858,0.175000086426735,0.600000023841858,0.175000086426735,0.600000023841858
0.172500088810921,0.620000004768372,0.172500088810921,0.620000004768372,0.172500088810921,0.620000004768372,0.172500088810921,0.620000004768372
0.170000091195107,0.639999985694885,0.170000091195107,0.639999985694885,0.170000091195107,0.639999985694885,0.170000091195107,0.639999985694885
0.167500078678131,0.660000026226044,0.167500078678131,0.660000026226044,0.167500078678131,0.660000026226044,0.167500078678131,0.660000026226044
0.165000081062317,0.680000007152557,0.165000081062317,0.680000007152557,0.165000081062317,0.680000007152557,0.165000081062317,0.680000007152557
0.162500083446503,0.699999988079071,0.162500083446503,0.699999988079071,0.162500083446503,0.699999988079071,0.162500083446503,0.699999988079071
0.160000085830688,0.720000028610229,0.160000085830688,0.720000028610229,0.160000085830688,0.720000028610229,0.160000085830688,0.720000028610229
0.157500073313713,0.740000009536743,0.157500073313713,0.740000009536743,0.157500073313713,0.740000009536743,0.157500073313713,0.740000009536743
0.155000075697899,0.759999990463257,0.155000075697899,0.759999990463257,0.155000075697899,0.759999990463257,0.155000075697899,0.759999990463257
0.152500078082085,0.779999971389771,0.152500078082085,0.779999971389771,0.152500078082085,0.779999971389771,0.152500078082085,0.779999971389771
0.15000008046627,0.800000011920929,0.15000008046627,0.800000011920929,0.15000008046627,0.800000011920929,0.15000008046627,0.800000011920929
0.147500067949295,0.819999992847443,0.147500067949295,0.819999992847443,0.147500067949295,0.819999992847443,0.147500067949295,0.819999992847443
0.145000070333481,0.839999973773956,0.145000070333481,0.839999973773956,0.145000070333481,0.839999973773956,0.145000070333481,0.839999973773956
0.142500072717667,0.860000014305115,0.142500072717667,0.860000014305115,0.142500072717667,0.860000014305115,0.142500072717667,0.860000014305115
0.140000075101852,0.879999995231628,0.140000075101852,0.879999995231628,0.140000075101852,0.879999995231628,0.140000075101852,0.879999995231628
0.137500062584877,0.899999976158142,0.137500062584877,0.899999976158142,0.137500062584877,0.899999976158142,0.137500062584877,0.899999976158142
0.135000064969063,0.920000016689301,0.135000064969063,0.920000016689301,0.135000064969063,0.920000016689301,0.135000064969063,0.920000016689301
0.132500067353249,0.939999997615814,0.132500067353249,0.939999997615814,0.132500067353249,0.939999997615814,0.132500067353249,0.939999997615814
0.130000069737434,0.959999978542328,0.130000069737434,0.959999978542328,0.130000069737434,0.959999978542328,0.130000069737434,0.959999978542328
0.127500057220459,0.980000019073486,0.127500057220459,0.980000019073486,0.127500057220459,0.980000019073486,0.127500057220459,0.980000019073486
0.125000059604645,1.0,0.125000059604645,1.0,0.125000059604645,1.0,0.125000059604645,1.0
0.122500061988831,1.01999998092651,0.122500061988831,1.01999998092651,0.122500061988831,1.01999998092651,0.122500061988831,1.01999998092651
0.120000056922436,1.03999996185303,0.120000056922436,1.03999996185303,0.120000056922436,1.03999996185303,0.120000056922436,1.03999996185303
0.117500059306622,1.05999994277954,0.117500059306622,1.05999994277954,0.117500059306622,1.05999994277954,0.117500059306622,1.05999994277954
0.115000054240227,1.08000004291534,0.115000054240227,1.08000004291534,0.115000054240227,1.08000004291534,0.115000054240227,1.08000004291534
0.112500056624413,1.10000002384186,0.112500056624413,1.10000002384186,0.112500056624413,1.10000002384186,0.112500056624413,1.10000002384186
0.110000051558018,1.12000000476837,0.110000051558018,1.12000000476837,0.110000051558018,1.12000000476837,0.110000051558018,1.12000000476837
0.107500053942204,1.13999998569489,0.107500053942204,1.13999998569489,0.107500053942204,1.13999998569489,0.107500053942204,1.13999998569489
0.105000048875809,1.1599999666214,0.105000048875809,1.1599999666214,0.105000048875809,1.1599999666214,0.105000048875809,1.1599999666214
0.102500051259995,1.17999994754791,0.102500051259995,1.17999994754791,0.102500051259995,1.17999994754791,0.102500051259995,1.17999994754791
0.10000005364418,1.20000004768372,0.10000005364418,1.20000004768372,0.10000005364418,1.20000004768372,0.10000005364418,1.20000004768372
0.0975000485777855,1.22000002861023,0.0975000485777855,1.22000002861023,0.0975000485777855,1.22000002861023,0.0975000485777855,1.22000002861023
0.0950000509619713,1.24000000953674,0.0950000509619713,1.24000000953674,0.0950000509619713,1.24000000953674,0.0950000509619713,1.24000000953674
0.0925000458955765,1.25999999046326,0.0925000458955765,1.25999999046326,0.0925000458955765,1.25999999046326,0.0925000458955765,1.25999999046326
0.0900000482797623,1.27999997138977,0.0900000482797623,1.27999997138977,0.0900000482797623,1.27999997138977,0.0900000482797623,1.27999997138977
0.0875000432133675,1.29999995231628,0.0875000432133675,1.29999995231628,0.0875000432133675,1.29999995231628,0.0875000432133675,1.29999995231628
0.0850000455975533,1.32000005245209,0.0850000455975533,1.32000005245209,0.0850000455975533,1.32000005245209,0.0850000455975533,1.32000005245209
0.0825000405311584,1.3400000333786,0.0825000405311584,1.3400000333786,0.0825000405311584,1.3400000333786,0.0825000405311584,1.3400000333786
0.0800000429153442,1.36000001430511,0.0800000429153442,1.36000001430511,0.0800000429153442,1.36000001430511,0.0800000429153442,1.36000001430511
0.0775000378489494,1.37999999523163,0.0775000378489494,1.37999999523163,0.0775000378489494,1.37999999523163,0.0775000378489494,1.37999999523163
0.0750000402331352,1.39999997615814,0.0750000402331352,1.39999997615814,0.0750000402331352,1.39999997615814,0.0750000402331352,1.39999997615814
0.0725000351667404,1.41999995708466,0.0725000351667404,1.41999995708466,0.0725000351667404,1.41999995708466,0.0725000351667404,1.41999995708466
0.0700000375509262,1.44000005722046,0.0700000375509262,1.44000005722046,0.0700000375509262,1.44000005722046,0.0700000375509262,1.44000005722046
0.0675000324845314,1.46000003814697,0.0675000324845314,1.46000003814697,0.0675000324845314,1.46000003814697,0.0675000324845314,1.46000003814697
0.0650000348687172,1.48000001907349,0.0650000348687172,1.48000001907349,0.0650000348687172,1.48000001907349,0.0650000348687172,1.48000001907349
0.0625000298023224,1.5,0.0625000298023224,1.5,0.0625000298023224,1.5,0.0625000298023224,1.5
0.0600000284612179,1.51999998092651,0.0600000284612179,1.51999998092651,0.0600000284612179,1.51999998092651,0.0600000284612179,1.51999998092651
0.0575000271201134,1.53999996185303,0.0575000271201134,1.53999996185303,0.0575000271201134,1.53999996185303,0.0575000271201134,1.53999996185303
0.0550000257790089,1.55999994277954,0.0550000257790089,1.55999994277954,0.0550000257790089,1.55999994277954,0.0550000257790089,1.55999994277954
0.0525000244379044,1.58000004291534,0.0525000244379044,1.58000004291534,0.0525000244379044,1.58000004291534,0.0525000244379044,1.58000004291534
0.0500000268220901,1.60000002384186,0.0500000268220901,1.60000002384186,0.0500000268220901,1.60000002384186,0.0500000268220901,1.60000002384186
0.0475000254809856,1.62000000476837,0.0475000254809856,1.62000000476837,0.0475000254809856,1.62000000476837,0.0475000254809856,1.62000000476837
0.0450000241398811,1.63999998569489,0.0450000241398811,1.63999998569489,0.0450000241398811,1.63999998569489,0.0450000241398811,1.63999998569489
0.0425000227987766,1.6599999666214,0.0425000227987766,1.6599999666214,0.0425000227987766,1.6599999666214,0.0425000227987766,1.6599999666214
0.0400000214576721,1.67999994754791,0.0400000214576721,1.67999994754791,0.0400000214576721,1.67999994754791,0.0400000214576721,1.67999994754791
0.0375000201165676,1.70000004768372,0.0375000201165676,1.70000004768372,0.0375000201165676,1.70000004768372,0.0375000201165676,1.70000004768372
0.0350000187754631,1.72000002861023,0.0350000187754631,1.72000002861023,0.0350000187754631,1.72000002861023,0.0350000187754631,1.72000002861023
0.0325000174343586,1.74000000953674,0.0325000174343586,1.74000000953674,0.0325000174343586,1.74000000953674,0.0325000174343586,1.74000000953674
0.0300000142306089,1.75999999046326,0.0300000142306089,1.75999999046326,0.0300000142306089,1.75999999046326,0.0300000142306089,1.75999999046326
0.0275000128895044,1.77999997138977,0.0275000128895044,1.77999997138977,0.0275000128895044,1.77999997138977,0.0275000128895044,1.77999997138977
0.0250000134110451,1.79999995231628,0.0250000134110451,1.79999995231628,0.0250000134110451,1.79999995231628,0.0250000134110451,1.79999995231628
0.0225000120699406,1.82000005245209,0.0225000120699406,1.82000005245209,0.0225000120699406,1.82000005245209,0.0225000120699406,1.82000005245209
0.0200000107288361,1.8400000333786,0.0200000107288361,1.8400000333786,0.0200000107288361,1.8400000333786,0.0200000107288361,1.8400000333786
0.0175000093877316,1.86000001430511,0.0175000093877316,1.86000001430511,0.0175000093877316,1.86000001430511,0.0175000093877316,1.86000001430511
0.0150000071153045,1.87999999523163,0.0150000071153045,1.87999999523163,0.0150000071153045,1.87999999523163,0.0150000071153045,1.87999999523163
0.0125000057742,1.89999997615814,0.0125000057742,1.89999997615814,0.0125000057742,1.89999997615814,0.0125000057742,1.89999997615814
0.010000005364418,1.91999995708466,0.010000005364418,1.91999995708466,0.010000005364418,1.91999995708466,0.010000005364418,1.91999995708466
0.00750000355765224,1.94000005722046,0.00750000355765224,1.94000005722046,0.00750000355765224,1.94000005722046,0.00750000355765224,1.94000005722046
0.00500000268220901,1.96000003814697,0.00500000268220901,1.96000003814697,0.00500000268220901,1.96000003814697,0.00500000268220901,1.96000003814697
0.00250000134110451,1.98000001907349,0.00250000134110451,1.98000001907349,0.00250000134110451,1.98000001907349,0.00250000134110451,1.98000001907349
0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
